App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
HollowKnight,PlayerStatsViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\states\PlayerStatsViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\states\PlayerStatsViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\states\PlayerStatsViewerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\states\PlayerStatsViewer.java,9,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,ViewerProviderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\sprites\ViewerProviderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\sprites\ViewerProvider.java,src\test\java\pt\feup\tvvs\soulknight\view\sprites\ViewerProviderMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\sprites\ViewerProvider.java,14,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false
HollowKnight,SpriteWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\sprites\SpriteWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\sprites\Sprite.java,src\test\java\pt\feup\tvvs\soulknight\view\sprites\SpriteWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\view\sprites\Sprite.java,3,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
HollowKnight,SpriteMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\sprites\SpriteMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\sprites\Sprite.java,src\test\java\pt\feup\tvvs\soulknight\view\sprites\SpriteMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\sprites\Sprite.java,12,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,GameSpriteLoaderWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoaderWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoader.java,src\test\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoaderWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoader.java,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
HollowKnight,GameSpriteLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoader.java,src\test\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoaderMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\sprites\GameSpriteLoader.java,9,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
HollowKnight,OptionViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\menu\OptionViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\menu\OptionViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\menu\OptionViewerWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\view\menu\OptionViewer.java,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,SoundPlayerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\sound\SoundPlayerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\sound\SoundPlayer.java,src\test\java\pt\feup\tvvs\soulknight\sound\SoundPlayerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\sound\SoundPlayer.java,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
HollowKnight,SoundLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\sound\SoundLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\sound\SoundLoader.java,src\test\java\pt\feup\tvvs\soulknight\sound\SoundLoaderMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\sound\SoundLoader.java,5,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,TreeViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\tree\TreeViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\tree\TreeViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\tree\TreeViewerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\tree\TreeViewer.java,5,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,SpikeViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\spike\SpikeViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\spike\SpikeViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\spike\SpikeViewerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\spike\SpikeViewer.java,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,MonsterViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewer.java,5,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,MonsterViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewerWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\monsters\MonsterViewer.java,6,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,OrbViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\collectables\OrbViewerWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\collectables\OrbViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\collectables\OrbViewerWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\collectables\OrbViewer.java,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,TileViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\view\elements\tile\TileViewerMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\view\elements\tile\TileViewer.java,src\test\java\pt\feup\tvvs\soulknight\view\elements\tile\TileViewerMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\view\elements\tile\TileViewer.java,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
HollowKnight,SceneLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoaderMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoader.java,src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoaderMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoader.java,4,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false
HollowKnight,TreeMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\TreeMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\Tree.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\TreeMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\Tree.java,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,SpikeMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\SpikeMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\Spike.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\SpikeMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\Spike.java,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,VectorMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\VectorMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\Vector.java,src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\VectorMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\Vector.java,12,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,PositionMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\PositionMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\Position.java,src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\PositionMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\Position.java,15,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,PairListMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\PairListMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\PairList.java,src\test\java\pt\feup\tvvs\soulknight\model\dataStructs\PairListMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\dataStructs\PairList.java,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
HollowKnight,CreditsMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\credits\CreditsMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\credits\Credits.java,src\test\java\pt\feup\tvvs\soulknight\model\credits\CreditsMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\credits\Credits.java,17,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,AfterDashStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\AfterDashStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\AfterDashState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\AfterDashStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\AfterDashState.java,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,DashStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DashStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DashState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DashStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DashState.java,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,GhostMonsterMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonsterMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonster.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonsterMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonster.java,13,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false
HollowKnight,DamagedStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedState.java,12,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,MenuMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\menu\MenuMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\menu\Menu.java,src\test\java\pt\feup\tvvs\soulknight\model\menu\MenuMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\menu\Menu.java,22,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,DamagedStateMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedStateMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedStateMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\DamagedState.java,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false
HollowKnight,EnemiesMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\EnemiesMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\Enemies.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\EnemiesMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\Enemies.java,24,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false
HollowKnight,EnergyOrbMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\EnergyOrbMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\EnergyOrb.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\EnergyOrbMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\EnergyOrb.java,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,CollectablesMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\CollectablesMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\Collectables.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\CollectablesMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\Collectables.java,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
HollowKnight,FallingStateMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingStateMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingStateMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingState.java,12,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,JumpStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\JumpStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\JumpState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\JumpStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\JumpState.java,12,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,IdleStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\IdleStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\IdleState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\IdleStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\IdleState.java,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,FallingStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingStateWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingState.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingStateWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\FallingState.java,13,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,KnightMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\KnightMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\Knight.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\KnightMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\Knight.java,58,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false
HollowKnight,SceneMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\scene\Scene.java,src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\scene\Scene.java,50,true,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false
HollowKnight,SceneLoaderWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoaderWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoader.java,src\test\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoaderWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\scene\SceneLoader.java,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
HollowKnight,HealthOrbMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\HealthOrbMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\HealthOrb.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\HealthOrbMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\collectables\HealthOrb.java,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,GhostMonsterWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonsterWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonster.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonsterWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\enemies\GhostMonster.java,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false
HollowKnight,DashParticleWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DashParticleWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DashParticle.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DashParticleWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DashParticle.java,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
HollowKnight,BufferedImageGUIMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\gui\BufferedImageGUIMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\gui\BufferedImageGUI.java,src\test\java\pt\feup\tvvs\soulknight\gui\BufferedImageGUIMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\gui\BufferedImageGUI.java,24,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false
HollowKnight,SettingsMenuMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\menu\SettingsMenuMutationTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\menu\SettingsMenu.java,src\test\java\pt\feup\tvvs\soulknight\model\menu\SettingsMenuMutationTests.java,src\main\java\pt\feup\tvvs\soulknight\model\menu\SettingsMenu.java,6,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false
HollowKnight,KnightWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\KnightWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\Knight.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\knight\KnightWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\knight\Knight.java,29,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false
HollowKnight,DoubleJumpParticleWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\test\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DoubleJumpParticleWhiteBoxTests.java,c:\Users\JoaoCoutinho\FEUP\TVVS\01-HollowKnight\src\main\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DoubleJumpParticle.java,src\test\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DoubleJumpParticleWhiteBoxTests.java,src\main\java\pt\feup\tvvs\soulknight\model\game\elements\particle\DoubleJumpParticle.java,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
